annual_inc,address,loan_amnt,pseudo_ID,pseudo_bin_ID,commitments
20000.0,"62502 Palmer Springs Suite 018
East Christopher, KY 29597",5000.0,114,0001110010,802139
70000.0,"13076 Bennett Highway Suite 835
Brownshire, NM 22690",5000.0,115,0001110011,1685449
86000.0,"9207 Crosby Stream
East Bryanfort, NC 70466",5000.0,116,0001110100,521775
34000.0,"015 Boone Glens Suite 788
South Daniel, TN 48052",5000.0,117,0001110101,635878
55000.0,"Unit 4847 Box 9014
DPO AE 29597",5000.0,118,0001110110,1678316
94000.0,"04338 Kenneth Tunnel Suite 327
Stevensonchester, IA 29597",5000.0,119,0001110111,1250470
153000.0,"5785 Hernandez Divide
Lake Wandashire, NE 22690",5400.0,120,0001111000,611849
90000.0,"567 Lori Groves
East Kelliport, LA 05113",5000.0,121,0001111001,387649
54000.0,"0658 Reese Run Apt. 912
South Rachel, NY 30723",5000.0,122,0001111010,820970
53000.0,"3434 Aaron Center Apt. 863
Garzatown, DC 30723",5075.0,123,0001111011,1627794
27000.0,"868 Bianca Freeway Suite 644
Kimberlyhaven, NY 30723",5375.0,124,0001111100,1973147
34000.0,"23617 Michael Viaduct
West John, MS 05113",5375.0,125,0001111101,1842944
65000.0,"152 Lopez Divide
West Elizabethmouth, NC 29597",5400.0,126,0001111110,1397067
66000.0,"USS Goodman
FPO AE 22690",5000.0,127,0001111111,681795
62500.0,"9509 Gregory Stravenue Apt. 050
Port Lauraborough, ME 30723",5500.0,128,0010000000,2026905
35000.0,"41568 Russell Highway Suite 780
Port Virginia, ND 22690",5375.0,129,0010000001,1461973
63000.0,"7762 Leslie Dale
Cynthiaville, NJ 70466",5600.0,130,0010000010,1218210
103000.0,"045 Buchanan Falls Apt. 849
Schultzborough, ND 29597",5600.0,131,0010000011,85480
65000.0,"50797 Sonya Lights Suite 500
Jessicastad, RI 48052",5600.0,132,0010000100,253105
38000.0,"316 Sharon Orchard
West Kyle, MS 29597",5500.0,133,0010000101,965392
72400.0,"398 Rodriguez Harbor
Davisport, NJ 30723",5575.0,134,0010000110,1245842
96000.0,"826 Hobbs Field Apt. 902
Ronaldview, NE 30723",5600.0,135,0010000111,581819
54000.0,"4112 Martinez Cliffs
Port Katie, LA 00813",5600.0,136,0010001000,187846
40000.0,"958 Henderson Roads Suite 529
Peterhaven, ME 05113",5500.0,137,0010001001,1067917
63000.0,"6815 Edward Port
Nelsonstad, OK 29597",5500.0,138,0010001010,890542
39000.0,"6902 Daniel Station
Sarahborough, MI 29597",5600.0,139,0010001011,1467059
42238.32,"9016 Paige Roads
Lindseychester, ME 11650",6000.0,140,0010001100,831177
70000.0,"650 Christine Knolls Suite 848
Davidside, TN 00813",6000.0,141,0010001101,1250180
50000.0,"USCGC Sandoval
FPO AP 00813",6000.0,142,0010001110,195680
50000.0,"13892 Gregory Passage
Jamesmouth, CA 30723",6000.0,143,0010001111,1483657
76000.0,"2077 Cervantes Rapids Suite 539
Vaughnland, KY 70466",6000.0,144,0010010000,1139150
70000.0,"46446 Walter Corners Apt. 761
Loweryview, VA 22690",5850.0,145,0010010001,1247708
18200.0,"5926 Rodriguez Plains
Markborough, VA 22690",5800.0,146,0010010010,44179
62000.0,"USNV Schmidt
FPO AA 48052",6000.0,147,0010010011,1377301
35000.0,"210 Jones Ridge Suite 336
Kristinemouth, WA 00813",5825.0,148,0010010100,1373196
35000.0,"65774 Lisa Lane
Port Ethan, MT 05113",6000.0,149,0010010101,104804
63000.0,"5130 Michele Drive
Emmaberg, IN 22690",6000.0,150,0010010110,1772868
50000.0,"72084 Alicia Islands Suite 435
Chenberg, HI 05113",6000.0,151,0010010111,206594
80000.0,"563 Michael Cape Suite 406
Marshshire, NV 48052",6000.0,152,0010011000,1225823
40815.0,"364 Patricia Heights Suite 127
South Nicholaschester, MO 70466",6000.0,153,0010011001,868990
30000.0,"794 Richard Glens Apt. 356
East Brian, CA 05113",6000.0,154,0010011010,1383213
26780.0,"712 Meghan Fort Apt. 611
Lake Brianfurt, RI 05113",6000.0,155,0010011011,2066039
40000.0,"018 Hunt Isle Suite 279
Lake Vincentshire, LA 30723",6000.0,156,0010011100,1472374
46680.0,"44130 Powers Course Suite 880
East Preston, AZ 30723",6000.0,157,0010011101,517677
45000.0,"38145 Webb Plaza Apt. 301
Moranfort, MO 70466",6000.0,158,0010011110,1932632
79000.0,"USNS Berg
FPO AE 29597",6000.0,159,0010011111,1681296
33000.0,"5012 Carter Lock Apt. 045
North Robertberg, NE 30723",6425.0,160,0010100000,1917312
42000.0,"64232 Malik Ports Apt. 003
Lake Monicaville, MN 22690",6000.0,161,0010100001,7691
43962.0,"059 Pennington Glens Apt. 789
East Robert, WV 22690",6250.0,162,0010100010,908756
105000.0,"10038 Matthew Corners
Joseview, ME 48052",6000.0,163,0010100011,328609
20000.0,"2912 Lopez Freeway Apt. 421
Alisonhaven, IN 22690",6375.0,164,0010100100,125147
72000.0,"0295 Matthew Islands Suite 462
North Craig, MS 22690",6150.0,165,0010100101,49857
25000.0,"79256 Santos Lodge Apt. 359
New Perry, DC 05113",6400.0,166,0010100110,106764
29000.0,"26002 David Pine
Scottstad, IN 22690",6000.0,167,0010100111,2065632
35000.0,"9244 Stuart Oval Suite 261
South Yvonne, OK 22690",6200.0,168,0010101000,259115
72000.0,"61085 Jacobs Camp Suite 343
West Robert, TN 22690",6250.0,169,0010101001,952390
48000.0,"9480 Tyler Brook
Port Emilyborough, NY 30723",6600.0,170,0010101010,1513511
40000.0,"631 Jill Rapids Suite 264
Russellfort, FL 70466",6500.0,171,0010101011,752290
41000.0,"2342 William Trail
New Jason, VA 70466",6500.0,172,0010101100,1476628
45000.0,"1452 Andre Shores
West Davidmouth, TN 05113",6500.0,173,0010101101,1889838
24000.0,"53544 Dawn Lakes Suite 167
New Brett, MI 70466",6600.0,174,0010101110,31458
21000.0,"PSC 7168, Box 4065
APO AA 22690",6700.0,175,0010101111,1617160
23000.0,"9399 Glen Isle Apt. 117
North Jeffrey, UT 29597",6625.0,176,0010110000,1306171
25000.0,"05352 Charles Parkways Apt. 066
West Deborahland, NJ 30723",6625.0,177,0010110001,157116
42000.0,"881 Harris Skyway Suite 307
Kellystad, ND 05113",6625.0,178,0010110010,289652
43000.0,"149 Duffy Road
Davisfurt, OR 48052",6500.0,179,0010110011,2013044
46574.0,"02859 Charles Prairie
Lake Sierra, OK 29597",6850.0,180,0010110100,1155936
44480.0,"Unit 7782 Box 8388
DPO AP 30723",7000.0,181,0010110101,1124305
96720.0,"3946 Stephen Ferry
Burnsmouth, NJ 30723",7000.0,182,0010110110,818042
78277.0,"21418 Young Valley Apt. 436
Sawyerville, NH 70466",6875.0,183,0010110111,2120700
30000.0,"1485 Jackson Cove
Campbellfurt, RI 22690",7000.0,184,0010111000,364586
39000.0,"0419 Thompson Isle Suite 419
East Jacquelineview, OR 05113",6900.0,185,0010111001,2109031
147000.0,"6969 Howard Loop
Brucefurt, NM 22690",7000.0,186,0010111010,121343
30000.0,"728 Martin Falls Suite 147
Lake Michaelchester, GA 86630",7000.0,187,0010111011,1618270
75000.0,"196 David Rest Apt. 686
North Gregory, MA 22690",7000.0,188,0010111100,2110929
35000.0,"4157 Linda Knoll
Philipton, VA 05113",7000.0,189,0010111101,918654
38000.0,"14731 Johnson Shore Apt. 397
Markfort, RI 00813",7200.0,190,0010111110,377691
50000.0,"PSC 4784, Box 0555
APO AA 70466",7200.0,191,0010111111,423920
46824.0,"8871 Saunders Neck Suite 948
Brianaberg, OR 30723",7125.0,192,0011000000,1748654
56000.0,"350 Nicole Burg Suite 248
North Brianland, MO 22690",7200.0,193,0011000001,1761932
72000.0,"5740 Aaron Mountains Suite 747
Samanthaview, MT 22690",7200.0,194,0011000010,319867
36000.0,"8099 Jason Plains
New Lindatown, NC 29597",7075.0,195,0011000011,1796725
54000.0,"823 Reid Ford
Delacruzside, MA 00813",7200.0,196,0011000100,276360
75000.0,"822 Lynch Cliff
Starkhaven, SC 22690",7100.0,197,0011000101,1287641
28000.0,"60659 John Mission
West Karafurt, UT 48052",7200.0,198,0011000110,1769472
27000.0,"USS Middleton
FPO AE 70466",7000.0,199,0011000111,1240053
34000.0,"4365 Michael Course Suite 789
Brettville, LA 00813",7200.0,200,0011001000,436966
80000.0,"10872 Griffin Garden Apt. 463
West Hannah, CT 05113",7200.0,201,0011001001,1548337
54800.0,"0224 Kenneth Junctions
Bradystad, SD 05113",7350.0,202,0011001010,746855
32000.0,"USNS Porter
FPO AE 05113",7200.0,203,0011001011,1005290
82000.0,"82322 Scott Manors Suite 904
Arianaville, WA 30723",7200.0,204,0011001100,1312332
26000.0,"3416 Theresa Expressway Apt. 451
Conradfurt, WY 70466",7200.0,205,0011001101,312526
30000.0,"00014 Rocha Walk
Jacksonstad, MD 93700",7200.0,206,0011001110,362495
26000.0,"4349 Pacheco Circles
Port Jason, LA 05113",7200.0,207,0011001111,650355
33000.0,"1200 Hines Mountains Apt. 494
West Tiffany, MA 70466",7475.0,208,0011010000,2056362
35000.0,"06462 Sue Lake Suite 052
Walshland, DC 22690",7350.0,209,0011010001,1505216
70000.0,"Unit 1584 Box 3870
DPO AE 48052",7500.0,210,0011010010,937499
20000.0,"584 Anderson Camp Apt. 958
Lake Jillland, AL 70466",7500.0,211,0011010011,603135
23559.24,"090 Wilson Roads
West Charlesview, WV 70466",7500.0,212,0011010100,1004482
55000.0,"4173 David Extension
West Beckyfort, MS 70466",7500.0,213,0011010101,2102954
68000.0,"09884 Dale Grove
New David, MA 29597",7500.0,214,0011010110,1492555
72231.0,"27531 Owen Flats Apt. 171
South Veronica, MN 29597",7500.0,215,0011010111,649751
75000.0,"Unit 6948 Box 9867
DPO AP 48052",7625.0,216,0011011000,1461473
100000.0,"Unit 8536 Box 6257
DPO AA 29597",7475.0,217,0011011001,307842
90000.0,"69401 Anderson Shoals Apt. 412
North Hailey, SD 86630",7500.0,218,0011011010,1199056
47000.0,"9607 Erika Pines Apt. 599
Amandaville, LA 22690",7700.0,219,0011011011,770006
50000.0,"389 Solis Key Suite 522
Sweeneyburgh, VA 22690",8000.0,220,0011011100,2041401
62450.0,"439 Collier Islands
West Michelle, NE 30723",8000.0,221,0011011101,1921116
45000.0,"3122 Frost Parks
Millerfurt, OH 05113",8000.0,222,0011011110,1723712
55000.0,"71523 Jamie Cove Suite 930
North Barbara, LA 05113",8000.0,223,0011011111,2111709
100000.0,"USS Clark
FPO AE 00813",8000.0,224,0011100000,129400
40000.0,"Unit 8547 Box 2436
DPO AP 48052",7800.0,225,0011100001,480860
62000.0,"241 Larson Square
East Daniel, NV 70466",7800.0,226,0011100010,2023418
41000.0,"039 Clements Green Suite 863
North David, HI 05113",8000.0,227,0011100011,609908
59000.0,"0795 Hampton Ports
Sotostad, AZ 70466",8000.0,228,0011100100,715257
48000.0,"640 Mary Heights
Lake Matthew, AL 48052",8000.0,229,0011100101,167501
73672.0,"2625 Navarro Divide Suite 294
Lake Dwayneville, MO 48052",8000.0,230,0011100110,701727
27458.0,"5313 Johnson Viaduct Apt. 196
Martinezburgh, NC 30723",8000.0,231,0011100111,1750396
32000.0,"532 Christopher Pass Suite 093
North Tamarahaven, MN 93700",8000.0,232,0011101000,556404
110000.0,"932 Reed Track Suite 467
North Anna, CA 70466",8000.0,233,0011101001,275119
58000.0,"0737 Evans Junction Suite 568
East Moniqueside, AK 29597",8000.0,234,0011101010,342119
40000.0,"67288 Christopher Place Apt. 860
East Kevin, DE 29597",8000.0,235,0011101011,1939511
53664.0,"4346 Chavez Plaza Suite 911
Gregoryberg, AL 11650",8000.0,236,0011101100,865536
90000.0,"42596 Holloway Island Apt. 529
Amandafort, MO 70466",8000.0,237,0011101101,581650
106368.0,"7824 Erika Track
North Devinmouth, TX 00813",8000.0,238,0011101110,1528294
22050.0,"1630 Daniel Burgs
Russellland, CO 30723",8000.0,239,0011101111,1706936
98000.0,"7218 Jonathon Route
Wagnerland, MT 00813",8000.0,240,0011110000,1903663
85000.0,"PSC 3147, Box 2767
APO AE 48052",8000.0,241,0011110001,2039664
85000.0,"6842 Mcgrath Manors
Josephville, MO 05113",8000.0,242,0011110010,1156077
24000.0,"119 Brandy Key Apt. 887
Snydertown, MA 48052",8000.0,243,0011110011,735979
45000.0,"9972 Hampton Vista
East Edward, TX 29597",8000.0,244,0011110100,73483
35000.0,"54019 Crawford Squares Suite 715
Carlosfurt, SC 00813",8000.0,245,0011110101,1611871
25000.0,"133 Erin Center Apt. 469
South Jennifer, MI 05113",8000.0,246,0011110110,2006165
76000.0,"6921 Morris Squares
Fordhaven, CO 70466",8000.0,247,0011110111,1224984
14400.0,"3438 Lisa Summit
Lake Hunter, MD 86630",8000.0,248,0011111000,1234813
80000.0,"225 Megan Lodge
Douglashaven, HI 22690",8000.0,249,0011111001,1100954
67000.0,"143 Jessica Lakes
South Christopher, GA 29597",8050.0,250,0011111010,1279187
40000.0,"53382 Janice Street Apt. 397
Watsonton, MI 29597",8000.0,251,0011111011,259497
75000.0,"639 Carter Lights Apt. 190
Port Jodimouth, RI 48052",8000.0,252,0011111100,2121602
65000.0,"1076 Carney Fort Apt. 347
Loganmouth, SD 05113",8000.0,253,0011111101,1514120
37000.0,"9306 Hernandez Cliffs
South Christophertown, NE 05113",8325.0,254,0011111110,1450000
27000.0,"510 Sarah Terrace
Lake Cynthialand, MS 00813",8000.0,255,0011111111,683795
29500.0,"610 Joshua Haven Suite 591
Johnsonside, MN 70466",8050.0,256,0100000000,2122377
51000.0,"30547 Moore Tunnel Suite 238
Wesleyhaven, IL 22690",8000.0,257,0100000001,884640
54290.0,"355 Mark Point Suite 713
Schaeferhaven, UT 22690",8325.0,258,0100000010,1342633
25000.0,"216 Matthew Port Suite 231
Stephanieburgh, OK 22690",8275.0,259,0100000011,2022443
27000.0,"186 Phillips Trail
Evansport, NY 93700",8500.0,260,0100000100,1210824
41000.0,"01091 Peter Dale
New Rebekah, MA 00813",8400.0,261,0100000101,1852066
40000.0,"USNS Guzman
FPO AE 70466",8500.0,262,0100000110,874776
35000.0,"42471 Stephanie Summit
Heatherfort, ND 11650",8500.0,263,0100000111,470482
124526.0,"028 Bryant Lane
Jennifershire, UT 29597",8400.0,264,0100001000,199302
35000.0,"Unit 3166 Box 1862
DPO AE 48052",8400.0,265,0100001001,1439248
105000.0,"36037 Steven River
West Nicolebury, MN 22690",8400.0,266,0100001010,195936
55000.0,"198 Johnson Run
Stevenburgh, OR 70466",8500.0,267,0100001011,1247137
80000.0,"526 Hull Freeway Suite 143
East Sarah, MS 05113",8400.0,268,0100001100,215395
120000.0,"976 Smith Bridge
West Michael, NE 30723",8400.0,269,0100001101,1652430
50000.0,"698 Marshall Estate
Davidborough, MN 00813",8875.0,270,0100001110,233996
30000.0,"466 James Landing Apt. 228
Davidtown, AK 70466",8975.0,271,0100001111,380388
110000.0,"9670 Smith Island Suite 387
Lake Stephaniefurt, WI 29597",9000.0,272,0100010000,209401
38500.0,"6771 Christensen Mill Suite 866
East Jeffreyberg, NH 05113",8525.0,273,0100010001,766717
40000.0,"66522 Tracy Inlet
North Melissa, CA 86630",8850.0,274,0100010010,1120491
40000.0,"1089 Mark Ridge
Caitlinborough, KS 05113",8800.0,275,0100010011,111460
38400.0,"942 Angela Vista
Wilcoxville, IA 48052",8500.0,276,0100010100,30083
36500.0,"1031 Ruiz Brooks
Lake Mariofurt, NH 70466",8975.0,277,0100010101,468268
70000.0,"2856 Oneal Street
Lauraview, IN 70466",8500.0,278,0100010110,1333365
68000.0,"34790 Lambert Drive Suite 844
Port Katie, MO 30723",9000.0,279,0100010111,1720352
80000.0,"41919 Philip Walk Apt. 811
Ramosmouth, OH 29597",9000.0,280,0100011000,1664040
83000.0,"572 Jasmin Lock
Danielsburgh, MN 22690",9000.0,281,0100011001,1552697
61000.0,"6892 Ritter Key
Lake Janetfurt, NY 00813",9000.0,282,0100011010,9930
92000.0,"Unit 1229 Box 9010
DPO AE 86630",9000.0,283,0100011011,919957
62000.0,"82762 Hartman Estates
Terrifurt, IL 05113",9000.0,284,0100011100,1753073
53000.0,"Unit 9965 Box 3120
DPO AE 00813",9000.0,285,0100011101,1515944
69500.0,"5873 Herrera Lights Suite 200
New Matthewville, AZ 05113",9000.0,286,0100011110,2090737
180000.0,"22065 James Roads
Milesmouth, ID 86630",9000.0,287,0100011111,1527565
65000.0,"12547 Patricia Dale
South Jason, MD 22690",9000.0,288,0100100000,782745
44000.0,"3481 Sampson Streets Apt. 708
West Eric, MN 48052",9000.0,289,0100100001,1442045
96000.0,"6360 Louis Path
Hallfort, MD 22690",9000.0,290,0100100010,1803681
25000.0,"53385 Williams Corner
North Alejandraport, SD 00813",9000.0,291,0100100011,304893
85000.0,"330 Diana Summit Apt. 989
Port Veronicaville, MT 00813",9000.0,292,0100100100,1739968
25000.0,"04305 Edwards Turnpike
Proctorberg, OK 48052",9000.0,293,0100100101,666702
56000.0,"81344 Melton Spur Apt. 505
Suttonfort, NY 05113",9000.0,294,0100100110,869777
50000.0,"057 Robinson Via Apt. 278
Kellyburgh, MA 00813",9000.0,295,0100100111,2124570
